Biagrams,Frequency
"('biafra/ipobou', ""'re"")",1
"('anime', 'excuse')",1
"('ofcos', 'dimka')",1
"('aggressiontrue', 'th')",1
"('cease', 'mention')",1
"('international', 'community')",1
"('xa1dxa10t', 'cease')",1
"('affliction', 'corruption')",1
"('corruption', 'boko')",1
"('dimka', 'killed')",1
"('watching', 'anime')",1
"('killed', 'coups')",1
"('coups', 'placell')",1
"('placell', 'of')",1
"('xa3i', ""'m"")",1
"(""'m"", 'started')",1
"('started', 'watching')",1
"('poverty', 'insecurity')",1
"('xa1nfidel', 'xa1dxa10t')",1
"('arabs', 'bashir')",1
"('sudanese', 'arabs')",1
"('herdsmen', 'hezbollah')",1
"('kwara', 'adamawa')",1
"('community', 'killings')",1
"('hamas', 'queida')",1
"('tuesday', 'workout')",1
"('herdsmen', 'working')",1
"('yoruba', 'states')",1
"('states', 'kwara')",1
"('adamawa', 'benue')",1
"('ansaru', 'fulani')",1
"('benue', 'mo')",1
"('igbos', 'haram')",1
"('people', 'everyday')",1
"('everyday', 'if')",1
"('budget', 'herdsmen')",1
"('hezbollah', 'shabab')",1
"('shabab', 'hamas')",1
"('fighting', 'sudanese')",1
"('north', 'killing')",1
"('abroad', 'international')",1
"('workout', 't')",1
"('herdsmenx99s', 'tuesday')",1
"(""''"", 'bokoharam')",1
"('friend', 'herdsmenx99s')",1
"('everywhere', 'north')",1
"('killing', 'seizing')",1
"('x98x81', ""'"")",1
"('seizing', 'people')",1
"('people', 'landut')",1
"('landut', 'are')",1
"('thought', 'fighting')",1
"('fighting', 'fulani')",1
"('herdsmen', 'x98x81')",1
"('garba', 'bokoharam')",1
"('imported', 'th')",1
"(""''"", 'parts')",1
"('nigeria', 'reason')",1
"('rampage', 'middle')",1
"('destroyed', 'every')",1
"('cartel', 'presidenthow')",1
"('presidenthow', 'want')",1
"('want', ""'"")",1
"('bunch', 'fulani')",1
"('republic', ""'"")",1
"('government', 'destroyed')",1
"('every', 'spirit')",1
"('highly', 'c')",1
"('spirit', 'dignity')",1
"('dignity', 'labour')",1
"('labour', 'nigeria')",1
"('nigeria', 'today')",1
"('today', 'criminals')",1
"('middle', 'assault')",1
"('assault', 'rifles')",1
"('one', 'nigeria')",1
"('ravaging', 'farmlandsraping')",1
"('reason', 'refinery')",1
"('rifles', 'connection')",1
"('group', 'niger')",1
"('countries', 'world')",1
"('nothing', 'pigrth')",1
"('producing', 'countries')",1
"('farmlandsraping', 'ou')",1
"(""''"", 'one')",1
"('herdsmen', 'sperm')",1
"('sperm', 'manifestating')",1
"('manifestating', ""'"")",1
"('herdsmen', 'removing')",1
"('removing', 'freelywith')",1
"('freelywith', 'y')",1
"('criminals', 'highly')",1
"('refinery', 'despite')",1
"('x9csilos', 'missiles')",1
"('bashir', 'imported')",1
"('herdsman', 'instead')",1
"('nnamdi', 'h')",1
"('among', 'producing')",1
"('connection', ""'"")",1
"('pigrth', 'voted')",1
"('shook', 'seeing')",1
"('lpob/esn', 'leadership')",1
"('onyendu', 'nnamdi')",1
"('destroy', 'produceni')",1
"('missiles', 'feedx9d')",1
"('produceni', 'farming')",1
"('farming', 'cassa')",1
"('monday', 'wisdom')",1
"('wisdom', 'herdsmen')",1
"('herdsmen', 'x9csilos')",1
"('killed', 'peace')",1
"('peace', 'fulani')",1
"('victims', 'of')",1
"('quite', 'following')",1
"('despite', 'among')",1
"('terrorists', 'buried')",1
"('buried', 'hatred')",1
"('leadership', 'onyendu')",1
"('following', 'lpob/esn')",1
"('buhari', 'di')",1
"('every', 'sector')",1
"('emefielvirus', '*')",1
"('sector', 'government')",1
"('ironyonly', '*')",1
"('victims', 'banditry')",1
"('banditry', 'kidnapping')",1
"('kidnapping', '*')",1
"('victims', 'emefielvirus')",1
"('iswap', 'ansaru')",1
"('response', 'clearly')",1
"('clearly', 'world')",1
"('bandits', 'north')",1
"('better', 'lands')",1
"('adesina', 'better')",1
"('$', 'cunning')",1
"('truly', 'unprofessional')",1
"('unprofessional', 'reas')",1
"('herdsmen', 'ravaging')",1
"('peoplehat', 'terrorist')",1
"('funny', 'peoplehat')",1
"('usele', '$')",1
"('cunning', 'baron')",1
"('walking', 'freelyth')",1
"('baron', 'match')",1
"('match', 'obire')",1
"('obire', 'aware')",1
"('terrorist', 'organisation')",1
"('lands', 'killed')",1
"('sympathizer', 'fulani')",1
"('finances', 'sympathizer')",1
"('clever', 'usele')",1
"('allown', 'public')",1
"('itx99s', 'youths')",1
"('xa3just', 'imagine')",1
"('imagine', 'delusions')",1
"('delusions', 'grandeur')",1
"('$', '$')",1
"('government', 'nigerians')",1
"('statements', 'mak')",1
"('ighoho', 'yoruba')",1
"('seeing', 'statements')",1
"('statements', 'ignorant')",1
"('ignorant', 'lotsme')",1
"('lotsme', 'nonsense')",1
"('nonsense', 'statements')",1
"('organisation', 'fulani')",1
"('herdsmen', 'arewaour')",1
"('world', 'nigerian')",1
"('arewaour', 'guess')",1
"('mine', ""'"")",1
"('plateau', 'group')",1
"('reason', 'herdsmen')",1
"('people', 'refused')",1
"('refused', 'to')",1
"('grandeur', 'thinking')",1
"('thinking', 'troll')",1
"('troll', 'any')",1
"('drilled', 'mentally')",1
"('parts', 'north')",1
"('mentally', 'quart')",1
"(""don't"", 'think')",1
"('think', 'continues')",1
"('continues', 'killing')",1
"('killing', '``')",1
"('north', 'without')",1
"('government', 'inte')",1
"('brought', 'to')",1
"('children', 'drilled')",1
"('guess', 'mine')",1
"('public', 'schools')",1
"('continuous', 'attacks')",1
"('attacks', 'bandits')",1
"('herdsmen', 'election')",1
"('election', 'nigeria')",1
"('schools', 'children')",1
"('president', 'brought')",1
"('fault', 'itx99s')",1
"('without', 'government')",1
"('group', 'claims')",1
"('faction', 'killer')",1
"('herdsmen', 'sudan')",1
"('sudan', 'former')",1
"('youths', 'harassed')",1
"('harassed', 'extort')",1
"('raids', 'c')",1
"('ransom', 'raids')",1
"('school', 'authoritiesi')",1
"('tagged', 'people')",1
"('extort', 'th')",1
"('nobody', 'allowed')",1
"('allowed', 'think')",1
"('think', 'allown')",1
"('hypocrite', 'forget')",1
"('forget', 'tagged')",1
"('kidnappers', 'scaredgovt')",1
"('counted', 'school')",1
"('jpegs', ""'"")",1
"('sworn', 'batists')",1
"('batists', 'learn')",1
"('learn', 'lessons')",1
"('lessons', 'killer')",1
"('authoritiesi', 'friends')",1
"('friends', 'experie')",1
"('south', 'wes')",1
"('scaredgovt', 'jpegs')",1
"('means', 'killer')",1
"('always', 'target')",1
"('target', 'harmless')",1
"('harmless', 'citizens')",1
"('citizens', 'imagine')",1
"('imagine', 'bragging')",1
"('robbers', 'kidnappers')",1
"('killing', 'south')",1
"('picking', 'peaceful')",1
"('scaredarmed', 'robbers')",1
"('rescue', 'theirsfool')",1
"('liarndivisive', 'destructive')",1
"('destructive', 'people1pc')",1
"('people1pc', 'killing')",1
"('bandits', 'w')",1
"('caught', 'killer')",1
"('oluomodeborah', 'killerkiller')",1
"('militants', 'scaredarmed')",1
"('indeed', 'igbos')",1
"('protesters', 'yo')",1
"('herdsmenbokoharamall', 'sbiding')",1
"('sbiding', 'citizens')",1
"('haram', 'scaredherdsmen')",1
"('scaredherdsmen', 'militants')",1
"('bragging', 'picking')",1
"('elitedo', 'think')",1
"(""n't"", 'offer')",1
"('elites', 'indeed')",1
"('much', ""''"")",1
"('kidnapping', 'killing')",1
"('daily', 'calls')",1
"('calls', 'ransom')",1
"('igbos', 'elitedo')",1
"('fulani', 'kllxa3r')",1
"('police', 'truly')",1
"('corrupt', 'people')",1
"('killerkiller', 'herdsmenbokoharamall')",1
"('think', 'alive')",1
"('alive', 'wise')",1
"('x98x82x98x82', 'can')",1
"('herdsmen', 'clown')",1
"('clown', 'corrupt')",1
"('bandits', 'kidnapping')",1
"('include', 'fulani')",1
"('yorubas', 'much')",1
"('update', 'herdsmen')",1
"('abiding', 'yorubas')",1
"('operatives', 'others')",1
"('benue', '')",1
"('forget', 'include')",1
"('creatures', 'north')",1
"('naija', 'sudan')",1
"('icymiampnbspislamic', 'extremists')",1
"('daynstead', 'people')",1
"('right', 'nowx91x87x91x87')",1
"('mandate', 'le')",1
"('claim', 'mandate')",1
"('offer', 'rescue')",1
"('economy', 'buhari')",1
"('buhari', 'abo')",1
"(""n't"", 'drove')",1
"('drove', 'lovers')",1
"('lovers', 'fulani')",1
"('herdsmen', 'abiding')",1
"('tribe', 'ca')",1
"('march', 'claim')",1
"('don', 'think')",1
"('killing', ""'"")",1
"('every', 'blessed')",1
"('democracy', 'traced')",1
"('fused', 'uniform')",1
"('x8cxbd', 'fused')",1
"('butcher', 'w')",1
"('benue', 'from')",1
"('speak', 'language')",1
"('harams', 'fulani')",1
"('christmas', 'though')",1
"('though', 'brought')",1
"('brought', 'brothers')",1
"('return', 'become')",1
"('herdsmen', 'x8cxbd')",1
"('become', 'haram')",1
"('fulani', 'herdsmenuhari')",1
"('women', 'every')",1
"('would', 'condemn')",1
"('northern', 'govern')",1
"('esn/ipob', 'instead')",1
"('blessed', 'daynstead')",1
"('people', 'march')",1
"('attack', 'tuesday')",1
"('traced', 'harams')",1
"('mcoluomo', 'walking')",1
"('likes', 'mcoluomo')",1
"('still', 'likes')",1
"('arrested', 'esn/ipob')",1
"('desert', 'roads')",1
"('roads', 'nigerian')",1
"('nigerian', 'expresswayshame')",1
"('expresswayshame', 'anybody')",1
"('anybody', 'voted')",1
"('buhari', 'the')",1
"('herdsmenuhari', 'northern')",1
"('brother', 'still')",1
"('breaking', 'commanding')",1
"('igboyet', 'tribe')",1
"('everythingex99s', 'a')",1
"('killed', 'herders')",1
"('others', 'killed')",1
"('officer', 'soldier')",1
"('herdsmen', 'thatx99s')",1
"('gunmen', 'killing')",1
"('herders', 'storm')",1
"('people', 'e')",1
"('walking', 'street')",1
"('street', 'lagos')",1
"('lagos', 't')",1
"('thatx99s', 'tooth')",1
"('leave', 'religion')",1
"('tooth', 'pick')",1
"('pick', ""'"")",1
"('airpeace', 'igboyet')",1
"('arrest', 'killed')",1
"('religion', 'everythingex99s')",1
"('commanding', 'officer')",1
"('acted', 'haram')",1
"('described', 'night')",1
"('debura', 'fulani')",1
"('country', 'xa5xb4')",1
"('years', 'nownxe1xbbxa4mxe1xbbxa5')",1
"('people', 'years')",1
"('herdsmen', 'innocent')",1
"('people', 'always')",1
"('herdsmen', 'corrupted')",1
"('corrupted', 'politicians')",1
"('politicians', 'tinubu')",1
"('tinubu', 'traffic')",1
"('hex99s', 'human')",1
"('human', 'people')",1
"('always', 'leave')",1
"('never', 'herdsmen')",1
"('please', 'don')",1
"('think', 'itx99s')",1
"('funny', 'picked')",1
"('regarding', 'killings')",1
"('action', 'regarding')",1
"(""n't"", 'bandits')",1
"('weren', 'worried')",1
"(""'ll"", 'crying')",1
"('trace', 'fulani')",1
"('either', 'islamic')",1
"('nownxe1xbbxa4mxe1xbbxa5', 'okokoo')",1
"('okokoo', ""''"")",1
"('least', 'weren')",1
"('worried', 'kidnapping')",1
"('not', 'arrest')",1
"('kidnapping', 'fulani')",1
"('terrorists', 'police')",1
"('police', 'brutality/')",1
"('brutality/', 'extr')",1
"('terrorists', 'within')",1
"('bandits', 'herdsme')",1
"('still', 'killer')",1
"('xa5xb4', ""'"")",1
"('abandoned', 'cou')",1
"('nigerians', 'either')",1
"('careful', 'attempt')",1
"('amotekun', 'careful')",1
"('april', 'pe')",1
"('alayeo', 'actually')",1
"('technology', 'bandits')",1
"('herdsmen', 'lawabiding')",1
"('lawabiding', 'citizens')",1
"('citizens', 'here')",1
"('still', 'capping')",1
"('capping', 'alayeo')",1
"('actually', 'stuff')",1
"('tuesday', 'april')",1
"('stuff', 'ca')",1
"('general', 'can')",1
"('arrest', 'bandits')",1
"('nnamdi', 'problem')",1
"('suspected', 'herdsmenxe2x9cbagos')",1
"('herdsmen', 'nnamdi')",1
"('human', 'right')",1
"('years', 'nowust')",1
"('haven', 'acted')",1
"('nowust', 'play')",1
"('attempt', 'breach')",1
"('breach', 'fundamental')",1
"('fundamental', 'human')",1
"('wetin', 'happen')",1
"('herdsmenxe2x9cbagos', 'described')",1
"('happen', 'killers')",1
"('samuel', 'herdsmen')",1
"('killing', 'brothers')",1
"('sisters', 'benue')",1
"('x98x82x82', 'rebranded')",1
"('night', 'attack')",1
"('killed', 'debura')",1
"('elder', 'brother')",1
"('health', 'department')",1
"('itx99s', 'dairy')",1
"('gunmen', 'buh')",1
"('reduced', 'banditry')",1
"('insurgency', 'reduced')",1
"('didn', 'sayi')",1
"('killed', 'sondelta')",1
"('sondelta', 'state')",1
"('brother', 'politics')",1
"('politics', 'cause')",1
"('cause', 'death')",1
"('death', 'didn')",1
"(""y'all"", 'solve')",1
"('collaborated', 'nigeria')",1
"('solve', 'haram')",1
"('haram', 'kidnapping')",1
"('buhari', 'action')",1
"('lounge', 'comfortably')",1
"('emerged', 'vishnu')",1
"('oluomo', '2ince')",1
"('lightening', 'egregious')",1
"('militia', 'attacked')",1
"('robbery', 'ca')",1
"('gunmen', 'suspected')",1
"('interesting', 'consider')",1
"('consider', 'death')",1
"('death', 'lightening')",1
"('egregious', 'death')",1
"('haven', 'collaborated')",1
"('death', 'herdsmen')",1
"('reddy', 'drawing')",1
"('drawing', 'inspiration')",1
"('inspiration', 'deity')",1
"('deity', 'ga~nga')",1
"('ga~nga', 'apparently')",1
"('sudanese', 'abandoned')",1
"('2ince', 'haven')",1
"('iswapboko', 'haram')",1
"('dairy', 'calfx99s')",1
"('herdsmen', 'raped')",1
"('north', 'desperate')",1
"('school', 'children')",1
"('desperate', 'nigeria')",1
"('nigeria', 'leeching')",1
"('leeching', 'parasiting')",1
"('parasiting', 'alimajar')",1
"('picked', 'kidnapped')",1
"('kidnapped', 'school')",1
"('children', 'bandits')",1
"('shouldhat', 'militia')",1
"('freaking', 'years')",1
"('years', 'bandits')",1
"('terrorists', 'lounge')",1
"('apparently', 'emerged')",1
"('untraceable', 'murdering')",1
"('you', 'shouldhat')",1
"('militia', 'fulani')",1
"('hijacked', 'a')",1
"('calfx99s', 'taken')",1
"('taken', 'moth')",1
"('general', 'armed')",1
"('herdsmen', 'carried')",1
"('carried', 'massacre')",1
"('massacre', 'hijacked')",1
"('chevron', 'epaulettes')",1
"('iswapherdsmenboko', 'haramugm')",1
"('epaulettes', 'general')",1
"('killing', 'wantonlya')",1
"('adamawa', 'untraceable')",1
"('wantonlya', 'general')",1
"('imagine', 'escaping')",1
"('escaping', 'iswapherdsmenboko')",1
"('attacked', 'another')",1
"('without', 'being')",1
"('problem', ""'"")",1
"('traffic', 'robbery')",1
"('pursue', 'ortom')",1
"('avoid', 'page')",1
"(""''"", 'xa1')",1
"('fulani', 'herdsmenare')",1
"('community', 'opaha')",1
"('opaha', 'edikwu')",1
"('edikwu', 'apa')",1
"(""'re"", 'makin')",1
"('makin', 'noise')",1
"('noise', 'nigeria')",1
"('herdsmenare', 'stvpidor')",1
"('gunmen', 'country')",1
"('stvpidor', 'the')",1
"('tracebut', 'ca')",1
"('bandits', 'ca')",1
"('page', ""'"")",1
"('terrorists', 'jiha')",1
"('every', 'terrorists')",1
"('killed', 'clash')",1
"('herdsmen', 'injured')",1
"('injured', 'father')",1
"('tinubu', 'sworn')",1
"('police', 'taraba')",1
"('taraba', 'state')",1
"('confirmed', 'people')",1
"('clash', 'farmers')",1
"('committed', 'every')",1
"('herdsmen', 'ussa')",1
"('killer', 'herdsmenlease')",1
"('herdsmenlease', 'lost')",1
"('lost', ""'"")",1
"('heinous', 'crime')",1
"('crime', 'committed')",1
"('trace', 'traffic')",1
"('picked', 'killer')",1
"('lands', 'without')",1
"('x8f', 'avoid')",1
"('turenchipls', 'speak')",1
"('civilians', 'always')",1
"('sworn', 'you')",1
"('tribal', 'big0t')",1
"('herdsmen', 'know')",1
"('know', ""'"")",1
"('hypocrites', 'waiting')",1
"('waiting', 'start')",1
"('start', 'killer')",1
"('bokoharam', 'kidnappers')",1
"('big0t', 'spade')",1
"('``', 'tinubu')",1
"('spade', 'sp')",1
"('slaughtering', 'indigenous')",1
"('occupying', 'ancestral')",1
"('herdsmen', 'ansar')",1
"('multiplied', 'bandits')",1
"('haram', 'multiplied')",1
"('prompt', 'rescue')",1
"('herdsmen', 'please')",1
"('father', 'killed')",1
"('erectioniller', 'herdsmen')",1
"('language', 'herdsmen')",1
"('herdsmen', 'understand')",1
"('understand', 'prompt')",1
"('rescue', ""'"")",1
"('productive', 'inherited')",1
"('video', 'arise')",1
"('arise', 'i')",1
"('herdsmen', 'knife')",1
"('knife', 'x98x82x98x82')",1
"('buhari', '``')",1
"('``', 'productive')",1
"('immediately', ""'"")",1
"('mrdesina', 'buhari')",1
"('think', 'deser')",1
"('space', 'commit')",1
"('cappinga', 'civilians')",1
"('always', 'erectioniller')",1
"(""''"", 'allah')",1
"('crying', ""''"")",1
"(""''"", '*')",1
"('*', 'herdsmen')",1
"('slaughter', 'community')",1
"('community', '*')",1
"('*', ""''"")",1
"('allah', 'knows')",1
"('crimes', 'immediately')",1
"('knows', 'best')",1
"('best', ""''"")",1
"(""''"", 'ne')",1
"('bokoharam', 'comes')",1
"('tweets', 'wonder')",1
"('trace', 'track')",1
"('slaughter', 'yorubas')",1
"('attacks', 'worships')",1
"(""y'all"", 'ca')",1
"('christian', 'community')",1
"('nigeria', 'christian')",1
"('community', 'devastated')",1
"('devastated', 'jihadist')",1
"('jihadist', 'attacks')",1
"('worships', 'burntout')",1
"('presidency', 'slaughter')",1
"('burntout', 'church')",1
"('church', 'friday')",1
"('friday', '')",1
"('yoruba', 'x9cbenefittedx9d')",1
"('x9cbenefittedx9d', 'osibajo')",1
"('osibajo', 'presidency')",1
"('comes', 'space')",1
"('track', 'bokoharam')",1
"('but', 'ca')",1
"('gunmen', ""'"")",1
"('bokoharam', 'bandit')",1
"('herdsmen', 'banditsot')",1
"('soldier', 'flashupdate9')",1
"('banditsot', 'gunmen')",1
"('people', 'lands')",1
"('lands', ""''"")",1
"('haram', 'living')",1
"('living', 'behind')",1
"('behind', 'bokoharam')",1
"('people', 'shameless')",1
"('cowx90x84', 'm')",1
"('shameless', 'they')",1
"(""'re"", 'definition')",1
"('definition', 'clown')",1
"('clown', 'xa1buhari')",1
"('``', 'nigeria')",1
"('samuel', 'ortom')",1
"('herdsmen', 'samuel')",1
"('clash', 'please')",1
"('ortom', '2018')",1
"('rest', ""''"")",1
"('always', 'cappinga')",1
"('trace', 'unknown')",1
"('kidnappers', 'etceally')",1
"('etceally', 'at')",1
"('please', 'herdsmen')",1
"('country', 'wo')",1
"('attacked', 'peaceful')",1
"('peaceful', 'community')",1
"('community', 'night')",1
"('night', 'genocide')",1
"('genocide', 'and')",1
"('includes', 'terrorists')",1
"('2018', ""'"")",1
"('nonsenseare', 'killers')",1
"('country', 'think')",1
"('olumuyiwa', 'details')",1
"('handle', 'ca')",1
"('every', 'handle')",1
"('bello', 'turj')",1
"('police', 'offender')",1
"(""n't"", 'de')",1
"('world', ""''"")",1
"(""''"", 'fulani')",1
"('herdsmen', 'leader')",1
"('leader', 'bello')",1
"('kaduna', 'lamented')",1
"('details', 'every')",1
"('lamented', 'military')",1
"('military', 'stood')",1
"('stood', 'watched')",1
"('watched', 'armed')",1
"('everyday', 'tweets')",1
"('attackstop', 'reporting')",1
"('terrorist', 'attackstop')",1
"('crime', 'committe')",1
"('unemployment', 'insecurity')",1
"('forgot', 'fulani')",1
"('wonder', 'countrykidnappers')",1
"('herdsmen/', 'unknown')",1
"('herdsmen', 'satiating')",1
"('bloodlust', 'usual')",1
"('committe', 'notorious')",1
"('channels', 'terrorist')",1
"('notorious', 'kidnapper')",1
"('kidnapper', 'genuhari')",1
"('genuhari', 'herdsmenwhat')",1
"('herdsmenwhat', 'w')",1
"('kidnap', 'x92x94')",1
"('x92x94', ""'"")",1
"('funny', 'olumuyiwa')",1
"('reporting', 'herdsmen')",1
"('tweet', 'nonsenseare')",1
"('wahala', 'haram')",1
"('capacity', 'kidnapping')",1
"('living', 't')",1
"('people', 'destroying')",1
"('bandits', 'fula')",1
"('sambisa', 'forest')",1
"('nigeria', 'bandits')",1
"('killinh', 'people')",1
"('people', 'igb')",1
"('disturbing', 'killer')",1
"('destroying', 'properties')",1
"('deborah', 'living')",1
"(""'ll"", 'mouth')",1
"('mouth', 'stretch')",1
"('stretch', 'fingers')",1
"('fingers', 'tweet')",1
"('kidnapping', 'nigeria')",1
"('untraceableand', 'toolet')",1
"('benue', 'untraceableand')",1
"('bandits', 'nonstate')",1
"('gunmen', 'herdsmenboko')",1
"('satiating', 'bloodlust')",1
"('haram', 'sambisa')",1
"('forest', 'herdsmen')",1
"('tracked', 'herdsmen')",1
"('force', 'trace')",1
"('actors', 'tha')",1
"('person', 'wey')",1
"('bokoharam', 'elements')",1
"('elements', 'fulani')",1
"('arrest', 'nightell')",1
"('plans', 'fulani')",1
"('kidnap', 'rest')",1
"('person', 'w')",1
"('xa1buhari', 'trusts')",1
"('trusts', 'cowx90x84')",1
"('toolet', 'on')",1
"(""c'mon"", 'breathing')",1
"('shoes', 'would')",1
"('igbosif', 'shoes')",1
"('obsessed', 'igbosif')",1
"('shekau', 'fulani')",1
"('trace', 'terrorists')",1
"(""n't"", 'nigeria')",1
"('herdsmen', 'nodey')",1
"('complain', 'ab')",1
"('nodey', 'reach')",1
"('reach', 'police')",1
"('terrorizing', 'middle')",1
"('spacehy', 'obsessed')",1
"('middle', 'bandits')",1
"('people', 'bastards')",1
"('bastards', 'that')",1
"('badoo', 'haram')",1
"('oluomo', 'badoo')",1
"('ehhnhave', 'picked')",1
"('countrykidnappers', 'roadsfulani')",1
"('tracing', 'criminals')",1
"('bandits/fulani', 'herdsmen/')",1
"('bandits', 'murdering')",1
"('would', 'complain')",1
"('herdsmen', 'killinh')",1
"('haven', 'tracked')",1
"('reach', 'herdsmen')",1
"('lmaoome', 'ehhnhave')",1
"('people', 'managed')",1
"('managed', 'naija')",1
"('supporters', 'lords')",1
"('sudan', 'mostly')",1
"('mostly', 'northernershese')",1
"('northernershese', 'bornu')",1
"(""''"", ""c'mon"")",1
"('breathing', 'spacehy')",1
"(""n't"", 'bandits/fulani')",1
"('haram', 'herds')",1
"('giulani', 'herdsmen')",1
"('otile', 'giulani')",1
"('herdsmen', 'more')",1
"('herdsmenumg', 'et')",1
"('living', 'operating')",1
"('herdsmen', 'x98x82x98x82')",1
"('enter', 'reach')",1
"('families', 'suffer')",1
"('everybody', 'enter')",1
"('roadsfulani', 'herdsmenumg')",1
"('administration', 'marvelous')",1
"('leaving', 'iswap')",1
"('marvelous', 'combating')",1
"('combating', 'insecurity')",1
"('insecurity', 'within')",1
"('channel', 'energy')",1
"('crimes', 'blo')",1
"('whereas', 'commit')",1
"('suffer', 'fulani')",1
"('terrorists', 'militants')",1
"('energy', 'tracing')",1
"('militants', 'living')",1
"('finish', 'benueour')",1
"('benueour', 'werey')",1
"('operating', 'nigeriah')",1
"('threats', 'uselesse2')",1
"('citizens', 'whereas')",1
"('include', 'nursing')",1
"('jihadist', ""'"")",1
"('numbers', 'out')",1
"('flexing', 'muscles')",1
"('muscles', 'abiding')",1
"('abiding', 'citizens')",1
"('terrorists', 'tracinghese')",1
"('month', 'unusual')",1
"('reality', 'month')",1
"('x9cthe', 'reality')",1
"('herdsmen', 'became')",1
"('wowthere', 'bandits')",1
"('attackshis', 'nigeria')",1
"('tracinghese', 'twitter')",1
"('twitter', 'threats')",1
"('nursing', 'fulani')",1
"('benue', 'killsxa015')",1
"('herdsmen', 'attackshis')",1
"('militia', 'rampage')",1
"('worst', 'dictator')",1
"('untold', 'hard')",1
"('dictator', 'world')",1
"('world', 'plotter')",1
"('plotter', 'supporter')",1
"('supporter', 'terrorist')",1
"('became', 'presidenti')",1
"('citizen', 'involve')",1
"('innocent', 'citizen')",1
"('herdsmen', 'x98x82')",1
"('nigeriawhere', 'unemployment')",1
"('device', 'means')",1
"('presidenti', 'guess')",1
"('guess', 'improvement')",1
"('improvement', ""'"")",1
"('rebranded', 'haram')",1
"('x98x82', ""c'mon"")",1
"('sympathizers', ""'"")",1
"('treason', 'fulani')",1
"('people', 'declared')",1
"('declared', 'religious')",1
"('religious', 'haram')",1
"('herdsmen', 'fula')",1
"('haram', 'sympathizers')",1
"('terrorist', 'brought')",1
"('brought', 'untold')",1
"('involve', 'device')",1
"('disheartening', 'people')",1
"('statee', 'drive')",1
"('herdsmen', 'statee')",1
"('adamawa', 'committed')",1
"('technology', 'available')",1
"('available', 'track')",1
"('track', 'a')",1
"('committed', 'treason')",1
"('resurgence', 'herdsmenx99s')",1
"('herdsmen', 'but')",1
"('crazy', 'place')",1
"('unusual', 'influx')",1
"('place', 'apparentlyrom')",1
"('apparentlyrom', 'assassins')",1
"('assassins', 'herdsmen')",1
"('herdsmen', 'gunmen')",1
"('anything', 'about')",1
"('means', 'every')",1
"('proven', 'police')",1
"('criminals', 'terrorists')",1
"('every', 'technology')",1
"('gunmen', 'picked')",1
"('picked', ""'"")",1
"('taken', 'arrest')",1
"('arrest', 'adamawa')",1
"('serious', 'trace')",1
"('faults', 'anything')",1
"('daily', 'they')",1
"('sehow', 'ano')",1
"('opportunist', 'criminals')",1
"('criminals', 'ruling')",1
"('ruling', 'currently')",1
"('currently', 'faults')",1
"('vishnu', 'th')",1
"('haramugm', 'sudanese')",1
"('herdsmenx99s', 'attacksxa0')",1
"('bandits/terrorists', 'attacks')",1
"('world', 'welldone')",1
"('christians', 'middle')",1
"('yoruba', 'presidency')",1
"('presidency', ""''"")",1
"('armed', 'brothers')",1
"('brothers', 'haram')",1
"('challenge', 'opportunist')",1
"('herdsmen', 'sehow')",1
"('recent', 'attack')",1
"('institution', ""'"")",1
"('middle', 'b')",1
"('nassarawa', 'bandits')",1
"('herdsmen', 'destroyed')",1
"('destroyed', 'farmigeria')",1
"('farmigeria', 'failed')",1
"('welldone', 'mricker')",1
"('mricker', 'boko')",1
"('herdsmen/', 'bandits/terrorists')",1
"('always', 'crazy')",1
"('benue', 's/kaduna')",1
"('shame', 'amnesty')",1
"('international', 'people')",1
"('people', 'conscience')",1
"('conscience', 'history')",1
"('history', 'never')",1
"('grave', 'daily')",1
"('fulani', 'herdsmen/')",1
"('government', 'terrorist')",1
"('first', 'shall')",1
"('allegedly', 'displaces')",1
"('displaces', 'homes')",1
"('homes', 'within')",1
"('realize', 'fulani')",1
"('failed', 'institution')",1
"('s/kaduna', 'tarawa')",1
"('herdsmen', 'adamawa')",1
"('bokoharam', 'killer')",1
"('benue', 'and')",1
"('nigeria', 'niger')",1
"('truthxa3no', 'heart')",1
"('heart', 'bleedth')",1
"('bleedth', 'government')",1
"('government', 'government')",1
"('government', 'we')",1
"('herdsmen', 'allegedly')",1
"('illegal', 'fulani')",1
"('tracking', 'iswap')",1
"('terrorists', 'killing')",1
"('nose', ""''"")",1
"('herdsmenncoward', 'punch')",1
"('punch', ""'"")",1
"('sophisticated', 'technology')",1
"('everyone', 'knows')",1
"('knows', 'ca')",1
"('energy', 'bandits')",1
"('herdsmen', 'islamic')",1
"('tarawa', 'ad')",1
"(""n't"", 'security')",1
"('herdsmen', 'movement')",1
"('trace', 'bandit')",1
"('bandit', 'and')",1
"('morningstar', 'via')",1
"('breaking', 'illegal')",1
"('using', 'energy')",1
"('sneak', 'within')",1
"('souls', 'grave')",1
"('military', 'fight')",1
"('again', 'suspected')",1
"('communities', 'ladun')",1
"('ladun', 'liadi')",1
"('mayhem', 'i')",1
"('haram/herdsmen', 'adamawa')",1
"('trace', 'banditsherdsmenboko')",1
"('terrorism', 'k')",1
"('displacing', 'indig')",1
"(""''"", 'again')",1
"('adamawa', 'guess')",1
"('guess', ""''"")",1
"('herdsmen', 'clearing')",1
"('clearing', 'forwarding')",1
